City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
631,Miraflores,MX,68.04,few clouds,19.2167,-98.8083,Hotel Mansión
632,Nizhneudinsk,RU,80.22,overcast clouds,54.9076,99.0276,Gostinitsa Magistral'
633,Timizart,DZ,68.45,broken clouds,36.8,4.2667,yefssah restaurant
635,Pokhara,NP,80.73,overcast clouds,28.2333,83.9833,OYO 170 Hotel View Point
636,Gilbues,BR,66.33,clear sky,-9.8317,-45.3439,Hotel Camapuã
638,Condoto,CO,73.53,overcast clouds,5.0935,-76.6497,Hotel Fabracha
639,Nueva Guinea,NI,72.64,overcast clouds,11.6876,-84.4562,Posadita La Reyna
641,Son La,VN,83.57,light rain,21.3167,103.9,Galaxy Grand Hotel
642,Pasaco,GT,75.52,broken clouds,13.9772,-90.2064,Eco Hotel Playa Quilombo de Curumbe
645,Kitimat,CA,70.18,overcast clouds,54.0524,-128.6534,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
646,Panjab,AF,69.67,clear sky,34.388,67.0233,
648,Laguna,US,77.29,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
653,Soto La Marina,MX,81.77,clear sky,23.7667,-98.2167,Hotel Chicago
654,Willmar,US,69.82,clear sky,45.1219,-95.0433,Lakeview Inn
655,Eresos,GR,69.89,clear sky,39.1667,25.9333,Studio Aspa
659,Arman,RU,71.02,broken clouds,59.7,150.1667,
661,Porosozero,RU,71.01,clear sky,62.7191,32.727,Porosozero
662,Pueblo,US,68.45,overcast clouds,38.2545,-104.6091,Courtyard by Marriott Pueblo Downtown
663,Lincoln,US,80.51,clear sky,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
665,Aykhal,RU,67.19,broken clouds,66.0,111.5,
667,Bafia,CM,67.55,light rain,4.75,11.2333,Hotel born beyem
668,Damghan,IR,82.8,clear sky,36.1683,54.348,خوابگاه اساتيد دانشگاه دامغان
670,Daru,PG,83.07,light rain,-9.0763,143.2092,Daru Lodge
671,Nizhniy Baskunchak,RU,71.87,scattered clouds,48.2198,46.8311,Arman hotel
674,Banjarmasin,ID,84.34,overcast clouds,-3.3244,114.591,Swiss-Belhotel Borneo Banjarmasin
675,Dongsheng,CN,79.72,clear sky,39.8161,109.9776,Crowne Plaza Ordos
677,Kirovohrad,UA,67.66,clear sky,48.5132,32.2597,Reikartz Кропивницький
682,Surt,LY,78.44,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
683,Chernyshevskiy,RU,77.0,broken clouds,63.0128,112.4714,Chernyseyskiy
684,Oranjestad,AW,80.55,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
685,Soyo,AO,71.98,scattered clouds,-6.1349,12.3689,Hospedaria ndozi'ame
686,Nouadhibou,MR,67.98,clear sky,20.931,-17.0347,El Medina
689,Bombay,IN,76.98,light rain,19.0144,72.8479,Hotel Avon Ruby-Dadar
690,Matara,LK,84.85,light rain,5.9485,80.5353,Amaloh Boutique Resort
